,시가,고가,저가,현재가,거래량
109,42350,43150,42350,43100,1492581
110,42300,42550,42200,42350,1116878
111,42400,42700,42400,42700,499397
112,42500,42800,42200,42800,861066
113,42700,42700,42200,42400,1184839
114,43600,43750,42150,42600,1403874
115,43500,43550,43100,43500,998055
116,43250,44000,43250,43600,1278143
117,43000,43600,42850,43600,1889256
118,42000,43000,41900,43000,1554596
119,41300,42000,41050,42000,1003590
120,41300,41650,40750,41050,1209593
121,40850,41100,40500,41100,815073
122,41500,41650,40900,41000,1233212
123,41450,41650,41300,41400,700553
124,41300,41650,41100,41450,1126319
125,41800,41950,41150,41650,1044017
126,41250,41500,41050,41400,1066921
127,40800,41500,40700,41500,1531234
128,40300,40650,40300,40600,566652
129,40700,41000,40200,40300,1786920
130,40650,41000,40600,40900,1141410
131,40700,41100,40700,41100,1720313
132,40600,40750,40450,40600,920522
133,40700,40950,40500,40600,1187934
134,39950,40150,39650,40000,934708
135,39400,39850,39050,39650,1540954
136,39250,39800,39000,39650,643953
137,39500,39800,38950,39000,310783
138,38450,39800,38400,39100,2465552
139,38900,39100,38800,38900,1349938
140,39700,39850,39300,39500,949993
141,39000,39850,38900,39500,2243443
142,39600,39850,39300,39300,1117856
143,40250,40450,40100,40200,1521424
144,40000,40400,40000,40200,1334686
145,40500,40700,40150,40700,1219310
146,40850,40950,40550,40750,952559
147,40600,40950,40550,40950,2815902
148,39800,40850,39700,40550,1545963
149,39100,39850,39050,39850,1224943
150,39200,39250,38800,39200,1195914
151,39750,39750,38700,39100,1610981
152,39200,39400,39050,39200,866301
153,38900,39200,38900,39150,1268271
154,38750,39150,38700,39100,758639
155,38600,38750,38350,38550,653390
156,36950,38300,36950,38150,1279528
157,36050,36700,35950,36700,809171
158,36350,36400,36000,36200,1351316
159,36900,37100,36400,36400,395516
160,36200,37050,36200,36850,1334135
161,36450,36650,36000,36000,1200568
162,36550,36650,36350,36450,691217
163,36000,36550,36000,36400,1793089
164,35800,36100,35650,35900,1431303
165,36350,36600,36300,36350,863221
166,37100,37100,36600,36700,1145841
167,36950,37150,36750,37000,1359053
168,36650,37150,36100,37050,2139235
169,36550,36600,36100,36100,870410
170,36400,36400,35600,36350,1022963
171,36000,36400,35800,35850,995544
172,36000,36000,35500,35500,1104126
173,36250,36250,35800,35800,425875
174,35700,35900,35500,35500,851946
175,35750,35900,35350,35400,1276726
176,35750,35950,35550,35550,1421097
177,34500,35800,34500,35450,1873809
178,35950,36100,35450,35800,1506671
179,35950,36800,35950,36000,1707816
180,36500,37000,36450,36600,1624129
181,37750,38050,36850,37000,1729492
182,38100,38400,37500,38050,557174
183,38600,38600,37900,38100,823962
184,38500,38800,38000,38600,1109660
185,38400,38900,38200,38600,1106596
186,38600,38800,37650,37700,1302658
187,38800,39100,38650,38850,718160
188,38550,38800,38350,38550,580156
189,38250,38700,38100,38500,720571
190,37950,38050,37650,37750,292829
191,37800,38000,37600,37950,733582
192,38050,38500,38050,38350,814095
193,38200,38650,38150,38500,488328
194,38550,38600,38050,38400,749296
195,38250,38550,38250,38500,782851
196,37400,37950,37400,37850,863345
197,36550,37300,36550,37300,794892
198,36800,36850,36350,36750,659187
199,38000,38000,37150,37350,637309
200,37500,38150,37500,38000,475720
201,37400,38050,37400,37800,1182527
202,37950,38350,37600,38150,746740
203,38300,38500,38000,38350,836761
204,38150,38450,38050,38250,1603604
205,37600,38150,37600,38000,1399856
206,37500,37900,37450,37900,1084885
207,37200,37750,37200,37450,1191421
208,37500,37650,37050,37550,741107
209,37650,37750,37400,37450,2893202
210,37050,37650,36600,37650,1887412
211,37000,37150,36600,37050,1130239
212,35500,36400,35300,36400,1384814
213,36250,36250,35500,35650,1402138
214,36250,36400,35900,36300,1254622
215,36500,36600,35750,36200,1988984
216,36800,36850,36150,36750,1527004
217,36850,36900,36400,36850,1073643
218,36550,36800,36100,36800,1279168
219,35800,36350,35700,36250,1420090
220,36150,36550,35850,36050,2009572
221,35400,35650,35150,35650,881135
222,35000,35900,34950,35900,1475855
223,34800,34900,34350,34800,2215173
224,33650,34650,33650,34450,1250004
225,33400,33800,33100,33450,1794255
226,34050,34650,33800,33900,4397225
227,34150,34500,34000,34250,558669
228,34950,35200,34250,34250,709398
229,34900,35300,34650,35300,1114890
230,35000,35100,34200,35000,940190
231,34000,35700,33950,34800,1717035
232,33200,33950,33150,33700,1132816
233,34100,34450,33000,33000,1295494
234,34650,34700,33550,33550,1222704
235,34800,35100,34550,34550,1226441
236,33850,34800,33850,34400,1180044
237,34950,35050,34450,34650,999760
238,34650,35150,34400,35100,1979112
239,35700,35800,34700,34700,1124788
240,36150,36450,35950,35950,1136250
241,37000,37000,36350,36500,1620670
242,37200,37300,36900,37000,593579
243,36900,37350,36850,37200,1031686
244,36950,37200,36600,37200,1217476
245,36450,36950,36250,36900,866894
246,35750,36450,35400,36450,1304339
247,36200,36300,35700,36000,1062285
248,36450,36700,35700,36200,1127270
249,36500,36700,35900,36100,1440697
250,36850,36900,36350,36550,528146
251,37000,37050,36650,36650,799378
252,37800,38000,36700,36950,1210310
253,37850,38100,37750,37950,512469
254,38100,38100,37600,37700,460640
255,37800,38100,37750,38000,662616
256,37400,37750,37200,37700,580459
257,37650,37650,37250,37500,617457
258,37700,37900,37300,37400,1110628
259,37500,37900,37200,37900,613959
260,37850,37900,37200,37700,731078
261,37900,38050,37650,37750,417733
262,37300,37800,37300,37800,703782
263,37100,37700,36950,37550,957957
264,36750,37150,36600,37000,1045646
265,36450,36600,36250,36400,1329707
266,36150,36450,35900,36250,1373520
267,36100,36600,36050,36500,991436
268,36350,37000,35850,36800,1291432
269,36600,36650,36150,36550,1122801
270,36000,36700,36000,36500,1114426
271,37800,38200,37250,37850,1546981
272,35600,37350,35400,37350,2064463
273,35000,35600,34650,35300,1203655
274,34750,35200,34600,35200,951256
275,34300,35150,34300,34900,946328
276,34800,35250,34800,34900,4793498
277,35000,35450,34850,35000,1032080
278,35350,35650,35000,35300,492846
279,35100,36000,35100,35500,786558
280,35550,35600,34750,34750,1162079
281,35850,35900,35100,35150,1134391
282,35250,36250,35200,35900,1018449
283,35550,35650,34900,35600,1406117
284,36200,36600,35250,35700,1038845
285,36750,36900,36000,36250,2086627
286,36700,37050,35900,36000,6438669
287,37550,37800,37300,37400,1185647
288,37750,38000,37250,37650,1167035
289,38000,38000,37600,37950,638656
290,37800,37950,37300,37950,598749
291,37850,37900,37200,37900,1101511
292,37200,37800,37150,37800,1823365
293,37200,37200,36600,36600,784726
294,37200,37450,36750,36900,1041468
295,37500,37850,36850,36850,989865
296,37600,38000,37300,38000,1140691
297,37600,37800,37250,37600,939470
298,36000,37150,35750,37150,1309115
299,35500,36100,35400,36000,1262820
300,36800,36850,35850,36050,924230
301,37500,37800,37150,37200,859283
302,37000,37850,37000,37500,1267459
303,37450,37900,37050,37500,2574883
304,36500,37550,36500,37250,1787763
305,36500,37100,36350,37100,1885222
306,37050,37450,36750,37200,998838
307,36500,37200,36100,37200,1727856
308,34900,35900,34900,35900,1391887
309,34800,35300,34600,35150,1917182
310,35300,35550,34850,35300,2170052
311,35400,35650,34950,35650,2294825
312,35050,35350,34650,35150,1929736
313,34450,35000,34200,35000,2179326
314,34050,34350,33550,34350,1388226
315,33050,33850,32750,33850,1502321
316,32900,33100,32650,33050,1099766
317,32550,33100,32350,33100,1253321
318,32350,32650,32050,32450,2272279
319,31350,32500,31350,32500,1829977
320,31500,32100,30900,30900,1228454
321,30800,32350,30750,32100,1500454
322,30400,30850,29750,30450,1153869
323,31450,31450,30200,30800,743231
324,32700,32800,31300,31600,944879
325,31450,31800,31250,31750,863411
326,31450,31650,30550,31400,1289519
327,30600,31100,30550,31000,1073202
328,31100,31250,30800,31000,1266015
329,31100,31450,30650,31450,3023387
330,31400,31800,31150,31150,1541156
331,32000,32350,32000,32100,1237297
332,31500,32200,31500,32200,1294108
333,32000,32850,31900,32350,1885649
334,33100,33350,31900,32300,2448443
335,33050,33450,33000,33450,2153877
336,33050,33400,32750,33100,1031994
337,33150,33400,32600,33200,1287330
338,33300,33500,32900,33150,2028948
339,33550,34000,33300,34000,1903316
340,33850,33850,33050,33050,1362683
341,34150,34150,33650,33950,1055636
342,34900,34900,33850,34600,1638704
343,34450,35000,34150,35000,1852699
344,34500,35150,33650,33750,3660773
345,34700,34900,34350,34600,3873549
346,34300,34550,34250,34400,1555242
347,34400,34650,34200,34550,1004173
348,34350,34550,34250,34300,590777
349,34050,34350,33850,34250,729683
350,34400,34450,34050,34150,746599
351,34050,34300,33650,33800,2182575
352,34550,35000,34350,34400,2476205
353,35900,36400,35550,35850,1199397
354,37100,37100,36100,36400,1485144
355,37000,37200,36400,36750,1005546
356,37500,37500,36750,37050,878265
357,36600,37350,36500,37350,808454
358,36800,38100,36700,37500,851868
359,37000,37300,36700,37150,1244316
360,37200,37200,36550,36550,904445
361,36050,36800,35900,36500,1024744
362,36200,36250,35500,36000,633364
363,36100,36400,35800,36200,877907
364,35800,36500,35500,36400,916472
365,35750,35750,34850,35200,1532337
366,35500,35750,34400,35750,2121637
367,33450,35400,33450,35100,1380950
368,33550,34500,33250,34000,877243
369,33600,33750,33000,33750,987715
370,33500,33700,33150,33400,911599
371,34600,34900,34050,34300,749719
372,35250,35450,34700,34900,1106957
373,35050,35550,35000,35300,437227
374,35450,35800,35200,35800,543771
375,35900,35900,35400,35800,484319
376,35950,36100,35500,35900,398999
377,35350,35550,34900,35550,755048
378,35900,35900,34800,35250,841475
379,34350,36100,34350,35800,903246
380,35000,35650,34300,34650,1976912
381,36350,36650,36000,36200,1428427
382,35850,36250,35750,35950,1666571
383,36500,36700,35800,35850,1462510
384,37000,37100,36000,36450,1074508
385,37800,38050,37000,37050,397528
386,37800,38050,37450,37950,926264
387,38400,38450,36950,37850,2268872
388,38200,38400,37700,38400,2081294
389,37950,38500,37550,38500,1868001
390,37650,38200,37300,38050,1960977
391,36850,37250,36550,37150,895007
392,35850,36950,35650,36500,1275845
393,36500,36600,35900,36000,463299
394,35800,36650,35750,36650,704944
395,35500,35950,35050,35100,1681004
396,36150,36200,35600,35600,794199
397,36150,36550,35950,36050,1022169
398,35750,36400,35700,36400,1712169
399,36400,36500,35850,36100,1747393
400,37700,37800,37200,37200,640228
401,38700,38700,37950,37950,964442
402,38850,38950,38700,38950,727071
403,39500,39500,38650,38800,459331
404,38850,39700,38650,39700,1525103
405,38700,39350,38550,39100,1347714
406,38650,38700,38150,38700,1255513
407,38450,38500,37950,38450,987181
408,38350,38400,37900,38200,1067319
409,38050,38150,37600,38050,682736
410,37850,38150,37300,38150,1481776
411,37500,38200,37050,38000,1240229
412,35850,37000,35850,37000,1030578
413,35950,36450,35700,36050,587065
414,35950,36350,35850,35850,1232567
415,36000,36300,35600,35600,1374624
416,36500,36900,36500,36850,638309
417,36500,36700,36350,36700,902625
418,37850,37850,36600,37000,1338025
419,38400,38450,38000,38000,729608
420,38350,38400,37900,38400,882441
421,37950,38250,37750,38100,2031888
422,37900,38100,37700,38000,1042488
423,38150,38150,37450,37900,949743
424,38400,38450,37500,37800,1150157
425,38250,38400,37850,38400,1539219
426,37900,38250,37250,38250,1715775
427,37500,38350,37450,38350,839274
428,37400,38450,37300,37800,645003
429,37200,37500,36650,37400,1560792
430,37500,37600,36750,37100,672547
431,37050,37550,36900,37400,809453
432,38150,38150,37100,37200,917948
433,38000,38400,37500,38400,784231
434,38150,38150,37650,38050,544934
435,37500,38000,37300,37900,1393504
436,37500,37500,36850,37000,1308453
437,37450,37700,37150,37150,917573
438,36400,37350,36400,37350,1691911
439,36600,36800,36000,36400,1527750
440,37350,37350,36400,37000,1249437
441,36950,37350,36850,37350,1476563
442,36500,36950,36350,36500,1090331
443,36950,37000,36050,36350,1522503
444,36700,37050,36550,37050,465068
445,37050,37400,36600,36800,761142
446,37150,37350,36800,36800,938133
447,37900,38050,36650,37100,865076
448,36600,37650,36600,37650,1816522
449,37000,37800,37000,37200,1475939
450,37850,38650,37700,38250,1325150
451,37000,38200,37000,37800,1410723
452,37900,37900,37100,37500,1365551
453,37100,37450,36400,37450,1862272
454,37800,37900,37150,37150,1332203
455,37500,37750,37000,37100,1083287
456,37300,37650,36650,37000,1625303
457,37800,37900,36750,37200,1808988
458,39100,39150,37800,37800,2613261
459,38850,39150,38600,38750,1808428
460,39700,39700,39100,39150,1136748
461,40250,40250,39500,39700,1788156
462,40600,40750,39650,40350,1534793
463,41100,41250,40400,40500,1230426
464,40700,41000,40350,40900,832953
465,40400,40900,40200,40900,1016574
466,40600,40900,40250,40700,976217
467,39750,40500,39600,40500,4822847
468,40150,40450,39000,39000,1695460
469,41250,41500,40600,40600,726198
470,41700,41900,41200,41350,1210952
471,40400,41950,40050,41700,2459296
472,40900,40950,40400,40400,829264
473,40350,41250,40250,40800,1946233
474,39650,40050,39200,39750,840825
475,39050,39800,38950,39800,900490
476,40100,40100,38750,38750,1097958
477,39600,40050,39350,39700,994494
478,40500,40550,39200,39300,1544319
479,41000,41050,39750,40500,1488726
480,41500,41600,40850,40950,835958
481,41150,41350,40300,40950,1600837
482,42000,42250,40550,40550,1422660
483,42950,42950,41250,42000,2809669
484,42500,43000,41050,41050,2214624
485,42500,42500,42500,42500,0
486,42500,42500,42500,42500,0
487,42500,42500,42500,42500,0
488,43100,43500,42240,42500,2313750
489,41000,42220,40980,42180,1321350
490,40440,41040,40440,40980,941150
491,42040,42060,41000,41240,1097850
492,41320,42200,41300,42040,794750
493,42320,42620,41840,42100,968100
494,42400,43120,42200,43020,2173900
495,41000,42100,40800,42100,1943250
496,41060,41260,40540,40540,868400
497,40900,41200,40740,41200,990200
498,40980,41180,40680,40760,1093800
499,40540,40780,40360,40760,443100
500,40840,40880,40100,40380,581750
501,40620,40620,39940,40320,1130250
502,40020,40740,39960,40700,728050
503,40000,40600,39720,40240,1442850
504,39520,40880,39460,40800,1226700
505,40140,40160,39060,39180,822200
506,39820,40080,39400,40080,965950
507,40700,40700,40100,40180,400800
508,40860,40980,40620,40800,452400
509,40180,40660,39760,40500,845400
510,40200,40580,39740,40180,1319500
511,41340,41360,40400,40720,1308800
512,40200,41120,39940,41120,1090700
513,41200,41460,40340,40600,1439600
514,42300,42680,42080,42140,1549000
515,42340,42400,42020,42120,1942200
516,41440,42000,41320,42000,1033300
517,41900,42100,41520,41640,973500
518,42160,42240,41160,41900,2901350
519,42880,43060,42340,42380,1007600
520,42900,43180,42700,42880,992350
521,42540,43380,42400,43380,1496200
522,42340,42340,41600,42100,783700
523,40800,41740,40720,41600,1216950
524,40640,40700,40100,40500,718400
525,40140,40700,39140,40300,1674900
526,38080,39140,38080,38920,1176550
527,38320,38680,37580,37700,1412150
528,39000,39020,38400,38420,1860900
529,39660,40220,39600,39900,2392550
530,40120,40500,39820,39820,1623850
531,39920,39940,39480,39620,1087700
532,39240,40020,39240,39500,1936300
533,39600,39880,39440,39500,1228000
534,40500,40500,39280,40020,1587950
535,40820,40900,40140,40400,2077000
536,41760,41760,40180,40740,1740500
537,40400,41000,40060,40740,1742200
538,38780,39920,38240,39700,2444450
539,37200,38340,36900,37600,1778450
540,37200,37500,36660,36780,1687350
541,37520,38360,37520,38100,2016750
542,39840,39900,37620,37620,2083800
543,38360,39640,38340,39160,2134250
544,38680,39980,38180,39560,1916650
545,41000,41040,39460,39460,3432750
546,42740,42740,41020,41180,2652000
547,40960,44300,40760,42180,4982900
548,42000,42000,40660,41000,1764900
549,42000,42080,41580,42080,1859650
550,41180,41420,40760,41400,1645450
551,40120,40960,39980,40960,1173400
552,40000,40540,39900,40240,1352000
553,39700,40200,39480,40200,1425950
554,39700,39800,39140,39560,2018900
555,41000,41220,40000,40000,2300750
556,40440,41320,40420,40940,2024500
557,40600,40760,39800,40240,1417950
558,39800,41000,39720,40800,1869100
559,39240,39840,39100,39540,1403000
560,39960,39960,38220,39160,2320150
561,39000,39420,38300,39340,2101150
562,41080,41200,39080,39080,3303100
563,41200,41700,40200,40880,2223550
564,42100,42340,41580,42060,2389450
565,41800,42260,41620,42260,1430050
566,42240,42260,41360,41800,2001250
567,42200,42620,41720,41800,1420850
568,41920,41940,41160,41940,1097000
569,40320,41800,40260,41800,1784050
570,39400,40220,39400,40060,921550
571,40060,40200,39160,39160,1427100
572,39400,40100,39300,40040,1460400
573,40540,40700,39120,39120,1861800
574,41360,41360,40540,40540,1500300
575,41100,41540,40980,41200,2029350
576,40800,40900,40200,40760,1392900
577,41380,41480,40540,40540,2396200
578,41140,41580,41140,41380,1828650
579,41700,41760,40960,41120,1364100
580,41520,41900,41520,41700,1451650
581,42140,42140,41500,41500,1068750
582,41400,41760,41300,41500,2508800
583,40040,41040,40040,40500,2584700
584,41580,41580,40040,40040,1906700
585,41100,41660,40900,41320,1349450
586,41920,42380,40880,41580,2792400
587,41920,42720,41660,41920,2460550
588,41600,41920,41060,41920,5883700
589,42980,43080,42360,42600,1351400
590,42740,43020,41640,42980,2350750
591,45040,45040,42720,42740,2769400
592,44840,45080,44460,45080,969400
593,45500,45500,44600,44800,1118650
594,44680,45560,44620,45560,1973000
595,44100,44400,43960,44140,1262600
596,44100,44340,43880,44100,1308050
597,44420,45220,44000,44000,2734550
598,43940,44400,43940,44000,2698650
599,44500,44680,43700,43960,2145750
600,56380,56740,55920,55920,6725000
601,56400,56800,56100,56380,8806650
602,55800,56540,55780,56400,6748800
603,56920,56920,55900,56340,11994050
604,56100,57060,55860,56760,8520200
605,56380,56920,55860,56100,7464550
606,56380,56500,55340,56380,9000950
607,57060,57140,55860,56380,9935800
608,57500,57520,56760,57060,10721050
609,57500,57500,56180,57220,14510250
610,54060,55440,53500,55080,13381550
611,53780,54320,53700,54040,8196150
612,52400,53320,52140,53080,7392500
613,53720,53900,52400,52400,9776550
614,54040,54420,53700,53900,5882850
615,54700,54780,54040,54040,5806050
616,54600,54640,54000,54300,8311050
617,52800,54100,52800,53840,8027050
618,54700,54700,52980,52980,12108700
619,54820,55240,54040,54760,10110750
620,54020,55380,54000,54800,10607800
621,53980,54860,53760,53920,9769950
622,54540,54840,53780,54000,12601650
623,54840,55160,54100,54800,13890700
624,53600,54760,53340,54640,13652150
625,53360,53640,52800,52800,20519800
626,51180,51620,50840,51280,12909400
627,52260,52460,51260,51260,12025450
628,52000,52200,51500,51680,10797000
629,53020,53120,51560,51660,17057200
630,53000,53680,53000,53620,9303100
631,52960,53600,52460,53000,13922400
632,52220,52960,52220,52800,8839800
633,52120,52500,51840,52220,9292750
634,52500,52640,51780,52120,9850400
635,50540,52480,50520,52480,11524950
636,50300,50560,49860,50400,10757300
637,50060,50320,49760,50300,14204750
638,49820,50400,49440,49620,9357000
639,50200,50220,49140,49600,12029750
640,49700,50180,49500,49800,10374750
641,48700,49180,48580,49080,10893000
642,47000,48220,47000,48120,9676500
643,46760,47180,46700,47000,10811050
644,46240,46900,45960,46760,11716100
645,45780,46360,45500,46040,7943500
646,46460,46640,46300,46480,10641700
647,46220,46640,46000,46320,11011700
648,46380,46400,45960,46200,7513000
649,45640,46080,45160,46080,12623650
650,47020,47240,45960,46100,9962100
651,47880,47880,46720,47020,11243550
652,47520,47660,47340,47520,8657450
653,47780,47780,47180,47480,9384700
654,46820,47160,46700,47000,7381750
655,47240,47240,46580,46840,5103450
656,46760,47240,46240,46900,10477950
657,46960,47300,46740,47040,12415850
658,46220,46380,46000,46200,21913650
659,45120,45400,44720,45000,19185600
660,45120,45300,44220,44620,25407300
661,46200,46320,45460,45900,22986150
662,47400,47400,46240,46280,14555400
663,47980,48260,47480,47720,7979600
664,47500,48080,47440,47580,7218250
665,48160,48180,47500,47700,8359200
666,49000,49000,47120,47780,15540800
667,49200,49340,48600,49000,7777450
668,48000,48840,47540,48600,11369500
669,47420,48240,46920,48200,12701400
670,49800,49800,47380,47760,26168300
671,50000,50640,49560,49800,11449500
672,49600,50020,49300,49840,11224800
673,50500,50760,49940,50000,10810600
674,50700,51000,50620,50860,7099750
675,50860,51160,50520,51080,8449050
676,50760,51320,50560,51200,8367600
677,50620,50820,50000,50740,11157500
678,50420,50880,50360,50840,7084450
679,50900,51020,50520,50640,8976100
680,51000,51080,50420,50480,8239000
681,50080,50940,50040,50560,16034150
682,49000,50000,48840,49880,9486150
683,48640,49000,48280,49000,9717800
684,48500,48900,48320,48660,10792750
685,47740,48120,47620,47860,8131900
686,48000,48100,47720,48060,10923050
687,46820,47680,46780,47580,10640250
688,47160,47400,46900,47000,7961000
689,47500,47780,47120,47220,6805550
690,47500,47620,47100,47540,11877550
691,48040,48320,47940,47940,8306550
692,47600,48000,47560,47700,9572500
693,48220,48400,47900,48300,9616750
694,47520,48360,47520,48280,8552800
695,47600,47780,47420,47620,9515100
696,47960,48080,47720,47960,11455800
697,47740,48120,47480,47480,9973650
698,47240,48140,47220,48140,15045000
699,45580,46560,45560,46560,11303900
700,45500,45940,45460,45580,17403450
701,45680,45920,45180,45680,9657000
702,45800,46060,45240,45360,10166700
703,45140,45620,45140,45400,8624900
704,45420,45600,45140,45380,10954300
705,45680,46440,45600,46100,11732850
706,45000,45580,45000,45160,13978750
707,46500,46500,45240,45300,13729400
708,46040,46360,45720,45940,7599400
709,45060,45960,45000,45960,12488750
710,44860,44900,44400,44680,9753500
711,44580,45020,44400,44700,18669100
712,45520,45660,44480,44640,12433600
713,46220,46400,45380,45620,8739550
714,45600,46460,45540,46080,13613650
715,45160,45680,44800,45680,13044800
716,44860,45300,44800,44880,8675400
717,45400,45580,44900,44920,12607050
718,45040,45380,44760,45100,17643550
719,45640,45780,44720,44720,15762350
720,45740,46000,45540,45940,11160350
721,46120,46640,46100,46340,7424450
722,46660,46800,46100,46380,8803750
723,45620,46280,45620,46100,8001400
724,45760,46160,45660,45820,9422900
725,45420,46180,45220,45500,21277850
726,46160,47220,45600,45600,23410950
727,45520,47020,45340,47020,19582550
728,45700,45700,44860,45520,13690100
729,45500,45500,44760,44900,14068300
730,45780,45800,44520,44620,22685700
731,42700,44520,41960,43840,23032250
732,42700,42800,42520,42800,14794800
733,41460,42740,41320,42700,19299600
734,41260,41260,40920,41240,8990150
735,40480,41400,40480,40760,15130500
736,40580,40800,40080,40280,21148850
737,41300,41420,40900,40900,11762900
738,41680,41820,41280,41500,6860650
739,42000,42080,41520,41560,5224750
740,42160,42260,41760,42020,5462850
741,41660,42460,41660,42420,9040800
742,41860,41940,41700,41900,8274900
743,41940,41940,41580,41600,7172900
744,41940,41940,41500,41940,7141350
745,41800,41820,41160,41600,10021000
746,42000,42080,41600,41840,9683400
747,41900,42240,41700,42140,10699700
748,41600,42180,41520,42080,12255500
749,41400,41720,41300,41440,9579400
750,41820,42020,41200,41200,10500300
751,41880,42440,41880,41980,8204000
752,41740,41960,41580,41780,10093250
753,41560,41840,41380,41480,8216250
754,41200,41880,41180,41200,12177650
755,41600,41980,41080,41500,12808150
756,42200,42360,41700,41800,15397100
757,41600,42460,41580,42460,16427250
758,41780,42680,41760,42560,14220150
759,42000,42120,41740,41900,10250050
760,41800,42500,41720,42400,12602300
761,41800,42180,41540,41840,9933150
762,40800,41440,40800,41400,9587850
763,40620,41540,40500,41360,11325050
764,40040,40980,40040,40600,7424100
765,39960,40420,39860,40180,10227800
766,40200,40300,40020,40200,14372250
767,40200,40620,40140,40200,12140950
768,39800,40320,39800,40200,10553250
769,39220,40220,39220,40080,12234850
770,39340,39720,39160,39620,12708700
771,38420,39860,38420,39720,21249800
772,38060,38760,37960,38440,15088700
773,38020,38140,37700,38060,9033700
774,38960,39100,38060,38220,9296850
775,39020,39440,39020,39180,10217300
776,39000,39340,38980,39300,8539450
777,38540,39560,38420,38940,10562600
778,38220,38780,38160,38660,7485800
779,37560,38040,37280,37860,15377450
780,37800,38360,37780,38020,10226350
781,37080,37960,37080,37720,14191550
782,37960,38260,37320,37580,13124150
783,37740,38060,37720,37960,11102050
